id,author_details,title,isbn,publisher,date_published,bookshelf,series_details,pages,description,genre,book_uuid
151,"Brownell, Penelope|Curcio, Francesco",Verona: Guida Storico Artistica,9788886654883,Cierre Edizioni,1998,"Romanzi,",Italian Edition,167,,Travel / Reference,558b92d7bb9d00aa3dbca309c606a98c
152,"De Crescenzo, Luciano",Garibaldi Era Comunista. E Altre Cose Che Non Sapevate Dei Grandi Della Storia,9788804629788,Mondadori,2013-05-28,"Romanzi,",,160,"Immaginiamo di salire su una macchina del tempo a due posti. Accanto a noi, Luciano De Crescenzo. Immaginiamo di viaggiare nel passato e trovarci faccia a faccia coi grandi della Storia, scoprire i loro lati meno consueti, poter fare due chiacchiere come se fossimo davanti a una tazzina di caffè. Incontrare Adamo e chiedergli com'è andata a finire poi con Eva dopo la faccenda della mela. Incontrare Masaniello per capire meglio la politica di oggi, o Cavour (""uno che dalle mie parti non ha tutta questa popolarità..."") per discutere della questione meridionale. Dire a Romolo: ""Non ho mai capito se tu sei il fratello buono o quello cattivo. A partire da Caino e Abele, fino ad arrivare a John e Lapo Elkann, ce n'è sempre uno con la faccia perbene e un altro che si caccia nei guai"". Incontrare Adriano ""uno dei più simpatici"" e Napoleone, che magari così simpatico non sarà stato, però bisogna ammettere che ci sapeva fare. Capire se Nerone era davvero un ""fetente"" o se in fondo forse è stato diffamato. O perché Mussolini si è fermato davanti a un bidet... E poi ovviamente scoprire perché, camicia rossa a parte, Garibaldi era comunista.",Social Science / Popular Culture,d33eae303d321b2b368dd4b4641cce73
153,"Proietti, Gigi",Tutto Sommato: Qualcosa Mi Ricordo,9788817068758,Rizzoli,2013-01-01,"Romanzi,",,252,"“Ibsen, Shakespeare, Brecht…” Quando gli insegnanti del Centro universitario teatrale gli sottoposero una lista di autori da portare in scena, il giovane Luigi Proietti per poco non svenne: non ne aveva mai sentito nominare nessuno. Come tanti ragazzi cresciuti nella periferia della capitale, all’ombra del boom economico, Proietti pensava soprattutto alla musica e guardava all’America. Per lui l’unico palco era quello dei night club, dove suonava e cantava insieme agli amici di sempre. Si era iscritto per gioco a quel corso di recitazione, spinto dalla voglia di qualcosa di diverso: non poteva immaginare che quel “gioco” gli avrebbe cambiato la vita. Il “cantante dalla voce ritmico-melodica- moderna” dimostra subito una versatilità senza precedenti, un potenziale che esprimerà al meglio in <em>A me gli occhi, please</em> e negli altri one-man show scritti con Roberto Lerici, dei tour de force nei quali salta dal dramma al varietà lasciando il pubblico a bocca aperta. E in cinquant’anni di carriera Proietti ha conquistato generazioni di spettatori, contaminando la cultura “alta” e quella “bassa” senza pregiudizi. In <em>Tutto sommato</em> ci restituisce quella voglia di mischiare le carte in tavola, intrecciando le gioie della vita a quelle del palco e lasciando sempre sullo sfondo la sua Roma, città eterna e fragile, tragica e ironica, cinica e innamorata.",Performing Arts / Theater / General,2364a0f88df7461930670551576cb826
154,"Pellant, Chris|Taylor, Harry|Leonardi, Monica",Rocce E Minerali,9788889180044,Poligrafici Editoriale,2004,"Romanzi,",Eyewitness Handbooks|Smithsonian Handbooks,256,Guida fotografica a oltre 500 rocce e minerali di tutto il mondo.,Nature / Rocks & Minerals,2d81687fea4a2cd46a0975d7222dba8b
155,"Tolkien, J.R.R.|Tolkien, John R. R.|Tolkien, John Ronald Reuel",Il Ritorno Del Re,9788845270765,Bompiani,2012-06-20,"Romanzi,",Il Signore degli Anelli (3)|The Lord of the Rings (3)|Middle-Earth Universe,643,"Nel terzo romanzo della trilogia di Tolkien, Aragorn e i suoi amici giungono a Gondor, relitto dell'antico Regno degli Uomini: è il mondo del Bene, in piena decadenza. Mentre Frodo e Sam riprendono il difficile cammino verso Monte Fato, nelle pianure presso la capitale di Gondor si scontrano le forze del Bene e del Male. Quando il Male sembra avere il sopravvento, Frodo riesce a far cadere l'Anello nel cratere di Monte Fato. In quel momento l'Occhio malefico, che ha continuato a fissare il mondo, si chiude e una gran pace scende sulle cose. La Compagnia dell'Anello si riunisce e gli Hobbit ritornano a casa, incontrando ancora qualche traccia del Male...",Fiction / Fantasy / General,76c7d762f6f842cea8938b1fc461af38
156,"Doyle, Arthur Conan|Bizzotto, Nicoletta Rosati|Zevi, Bruno","Tutto Sherlock Holmes Vol. 1: Uno Studio in Rosso, Il Segno Dei Quattro, le Avventure Di Sherlock Holmes",8879831747,Newton Compton,1991-01,"Romanzi,",Sherlock Holmes,466,"Three early volumes of Arthur Conan Doyle's brilliant crime-solver: the two novels A Study in Scarlet and The Sign of Four, as well as the short story collection The Adventures of Sherlock Holmes.",Fiction / Mystery & Detective / General,cb92fc3de644dd48357eef4e4de129c1
157,"Doyle, Arthur Conan|Bizzotto, Nicoletta Rosati|Zevi, Bruno","Tutto Sherlock Holmes Vol. 2: le Memorie Di Sherlock Holmes, Il Mastino Dei Baskerville",8879831755,Newton Compton,1991-01,"Romanzi,",,362,"Legend has it that a phantom dog wanders around the tomb of Richard Cabel in the town Baskervilles.  Conan Doyle loved the idea of creating a third novel, The Hound of the Baskervilles, in which Holmes must decipher the otherworld.  Sure, there is a supernatural and terrifying air that makes a logical solution seem impossible, but Holmes cannot be deterred.  In the second book of this collection, The Memoirs of Sherlock Holmes, several cases put the mental agility of the detective to test.  Holmes will have to deal with his first error in judgment and with his archenemy, Professor Moriarty, who sends an assassin to kill the detective.",Architecture / Individual Architect,25187d83948c51f9bf292db04151b3bc
158,"Pelecanos, George P.|Pelecanos, George|Tettamanti, Stefano|Pietro, Francesca Di",Il Giardiniere Notturno,9788856605457,Piemme,2009-01-01,"Romanzi,",,363,"Il corpo di Asa Johnson è nascosto tra i cespugli di un giardino pubblico. Già a un primo sguardo la causa della morte risulta essere un unico colpo di pistola alla testa, per il resto il suo corpo sembra non aver subito violenza. Questo è il macabro spettacolo che Dan Holiday, ex agente della polizia di Washington, si trova di fronte durante una passeggiata nel cuore della notte, fatta solo per schiarirsi le idee. Non può che essere una nuova vittima dell'assassino che vent'anni prima chiamavano ""il giardiniere notturno"". Il suo modo di procedere era lo stesso: vittima minorenne, di colore, che veniva sodomizzata, freddata con un colpo di pistola e poi completamente ripulita, come per purificarla dalla violenza subita. C'era anche quel particolare inconfondibile: i ragazzi avevano tutti nomi palindromi. Holiday aveva lavorato al caso con T.C. Cook, la leggenda del dipartimento. Ora le loro vite sono completamente diverse. Dan ha lasciato la polizia e fa l'autista per ricchi uomini d'affari. Cook è in pensione da qualche anno, ma il fatto di non essere riuscito a mettere le mani su quello spietato serial killer ancora lo tortura. Dopo il ritrovamento del ragazzo i due si rimettono in contatto con Gus Ramone, il terzo uomo che si era occupato dell'indagine, che è ancora in polizia, e ricominciano da dove avevano lasciato. La loro è una corsa contro il tempo.",Fiction / Thrillers / Suspense,6460fe087109feff0be662197b488d00
159,"Levi, Carlo",Cristo si è fermato ad eboli,9788858414996,Giulio Einaudi Editore,2014-07-08,"Romanzi,",,221,"«La peculiarità di Carlo Levi sta in questo: che egli è il testimone della presenza di un altro tempo all'interno del nostro tempo, è l'ambasciatore d'un altro mondo all'interno del nostro mondo. Possiamo definire questo mondo il mondo che vive fuori della nostra storia di fronte al mondo che vive nella storia. Naturalmente questa è una definizione esterna, è, diciamo, la situazione di partenza dell'opera di Carlo Levi: il protagonista di Cristo si è fermato a Eboli è un uomo impegnato nella storia che viene a trovarsi nel cuore di un Sud stregonesco, magico, e vede che quelle che erano per lui le ragioni in gioco qui non valgono piú, sono in gioco altre ragioni, altre opposizioni nello stesso tempo piú complesse e piú elementari». Italo Calvino",Fiction / General,2e2b504154188c0b26f8a1d526e8716e
160,"Chatwin, Bruce|Gariglio, Silvia|-, CHATWIN Bruce",Le Vie Dei Canti,9788845911415,Adelphi,1995-01-01,"Romanzi,",,390,"Per gli aborigeni australiani, la loro terra era tutta segnata da un intrecciarsi di «Vie dei Canti» o «Piste del Sogno», un labirinto di percorsi visibili soltanto ai loro occhi: erano quelle le «Impronte degli Antenati» o la «Via della Legge». Dietro questo fenomeno, che apparve subito enigmatico agli antropologi occidentali, si cela una vera metafisica del nomadismo. Questo ultimo libro di Bruce Chatwin, subito accolto con entusiasmo di critica e lettori quando è apparso, nel 1987, potrebbe essere descritto anch’esso come una «Via dei Canti»: romanzo, viaggio, indagine sulle cose ultime. È un romanzo, in quanto racconta incontri e avventure picaresche nel profondo dell’Australia. Ed è un percorso di idee, una musica di idee che muove tutta da un interrogativo: perché l’uomo, fin dalle origini, ha sentito un impulso irresistibile a spostarsi, a migrare? E poi: perché i popoli nomadi tendono a considerare il mondo come perfetto, mentre i sedentari tentano incessantemente di mutarlo? Per provare a rispondere a queste domande occorre smuovere ogni angolo dei nostri pensieri. Chatwin è riuscito a farlo, attirandoci in una narrazione dove i personaggi, i miti, le idee compongono un itinerario che ci guida molto lontano.",Travel / Essays & Travelogues,f7fa577ae978850d08c68ccef1ae6d71
161,"Aldrige, Alan",Il Libro Delle Canzoni Dei Beatles,,,,"Romanzi,",,,,,4ef82d4cb2596183de4f7663c9866d75
162,"Chatwin, Bruce|Shakespeare, Nicholas",In Patagonia,9780142437193,Penguin Classics,2003-03-25,"Romanzi,",Penguin Classics,199,"An exhilarating look at a place that still retains the exotic mystery of a far-off, unseen land, Bruce Chatwin’s exquisite account of his journey through Patagonia teems with evocative descriptions, remarkable bits of history, and unforgettable anecdotes. Fueled by an unmistakable lust for life and adventure and a singular gift for storytelling, Chatwin treks through “the uttermost part of the earth”— that stretch of land at the southern tip of South America, where bandits were once made welcome—in search of almost forgotten legends, the descendants of Welsh immigrants, and the log cabin built by Butch Cassidy. An instant classic upon publication in 1977, In Patagonia is a masterpiece that has cast a long shadow upon the literary world.",Travel / Essays & Travelogues,27e3eea0f5e438d852ee518477c6ae2b
163,"Marchetti, Giorgio",Il Borzacchini Universale,9788879283298,Ponte Alle Grazie,1996,"Romanzi,",,435,,Language Arts & Disciplines / Linguistics / General,ce1383f0cf1669ceba0d690805d81169
164,"Cattaneo, Cristina",Certezze Provvisorie,9788804598367,Mondadori,2010-01-01,"Romanzi,",,180,"""Dottoressa, in obitorio ci sarebbero delle ossa per lei. Il mio primo morto - anzi scheletro di una persona morta per colpi di arma da fuoco - aveva a che fare con un caso di criminalità organizzata."" <br>Negli ultimi anni è andata crescendo l'attenzione di giornali e tv nei confronti delle cosiddette scienze investigative, discipline che popolarissime fiction dipingono come praticamente infallibili. Se lo fossero davvero, non dovrebbero esserci casi irrisolti. In realtà, non è così. <br>Cristina Cattaneo, una delle più note antropologhe forensi del nostro paese, ci spiega invece come i più moderni metodi investigativi non sempre siano in grado di rivelarci la verità su un reperto o un ritrovamento. La realtà con cui l'autrice si confronta quotidianamente è molto più complessa di come sembra, e richiede, oltre a strumenti di analisi innovativi e a una grande dose di intuito, una profonda consapevolezza dei limiti e delle imprecisioni della scienza. E il motivo per cui il dato scientifico non è sufficiente lo scopriamo attraverso i tanti casi che la Cattaneo e il suo team si sono trovati ad affrontare nel loro lavoro. Dalla vicenda dello scheletro rinvenuto in una discarica abusiva alle indagini commissionate dalla Chiesa su alcune ossa di santi; dalla storia di una madre uccisa, fatta a pezzi e nascosta dal figlio in cantina al misterioso ritrovamento di una necropoli del Seicento nel centro di Milano, sono tanti i casi in cui la patologa analizza resti umani, nel tentativo di ricostruire gli ultimi momenti di vita delle vittime e di individuare le cause della loro morte. <br>E dietro a sopralluoghi, messa a punto dei macchinari, analisi di laboratorio, il libro ci restituisce, con sguardo toccante, le storie di persone morte tragicamente e le esistenze di uomini, medici e tecnici, che lavorano per restituire un'identità a scheletri abbandonati di cui non è rimasto neppure un brandello di memoria. Con l'umiltà di chi sa per esperienza che nessuna scienza può dirci con certezza la verità, Cristina Cattaneo ci racconta dall'interno un mondo affascinante e misterioso, fatto di razionalità e di complicate formule fisico- matematiche, ma anche di passione e tenacia, di frustrazione e coraggio.",Social Science / Criminology,413a0a5d73b1aeca15ba18f6c507f098
165,"Coelho, Paulo|Desti, Rita",Monte Cinque,9788845243462,Bompiani,2000-09-26,"Romanzi,",Italian Edition,244,"Il profeta Elia testimonia, con la sua vicenda umana, la volontà indomabile di chi non si rassegna a un destino prestabilito ma, a costo di sfidare la volontà divina, percorre fino in fondo la propria strada, per affermare se stesso e afferrare saldamente il comando della propria vita. Il Signore ha ordinato tremende prove per colui che ascenderà al cielo su un carro di fuoco trainato da cavalli fiammeggianti. Per sfuggire alla persecuzione della regina Gazabele, Elia è costretto a lasciare Israele. Giunto nella città di Akbar, la vedrà messa a ferro e fuoco dall'esercito assiro e assisterà impotente alla morte della donna che ama. La volontà del profeta lo spingerà a superare ostacoli, paure e rimpianti.",Fiction / General,0c9b8e07d81c065267cb8fe39b911dab
166,"Yourcenar, Marguerite|Mazzolani, Lidia Storoni",Memorie Di Adriano,9788806174088,Einaudi,2005-03-21,"Romanzi,",Italian Edition,350,"""Mi sentivo responsabile della bellezza del mondo"", dice di sé Adriano, questo personaggio così raffinatamente calato nella sua epoca, eppure così vicino al tormento di ogni uomo, di ogni tempo, nell'accanita ricerca di un accordo tra felicità e logica, tra intelligenza e fato.<br>Il capolavoro di Marguerite Yourcenar unisce al cesello perfetto della ricostruzione storica il coraggio di presentare a tutto tondo un grand'uomo, l'altezza del suo pensiero, la disponibilità intellettuale, le intuizioni profetiche, donandoci non già un saggio erudito, ma un libro dei giorni nostri, e dei giorni a venire. Perché, come ha scritto la Yourcenar, ""non siamo i soli a guardare in faccia un avvenire inesorabile"".<br><em>I taccuini di appunti</em> dell'autrice (annotazioni di studio, lampi di autobiografia, ricordi, vicissitudini della scrittura) perfezionano la conoscenza di un'opera che fu pensata, composta, smarrita, corretta per quasi un trentennio.<br>La nota della traduttrice, Lidia Storoni Mazzolani, ci regala la storia di un'amicizia nata lavorando insieme alla versione italiana.<br>Con la cronologia della vita e delle opere e la bibliografia essenziale.",Fiction / Classics,0cd4e8f60681ab2b507fba286098e1d4
167,"Carroll, Lewis|Ceni, Alessandro|Bartezzaghi, Stefano|Auden, W.H.",Le Avventure Di Alice Nel Paese Delle Meraviglie E Al Di Là Dello Specchio,9788806181338,Einaudi,2003-07-18,"Romanzi,",Alice's Adventures in Wonderland|Italian Edition,238,"Non importa che età avete, se siete importanti o insignificanti: tutti tornate a essere bambini.<br>Virginia Woolf<br><br>Alice è una bambina che, per seguire un coniglio bianco, cade in un pozzo profondissimo sul fondo del quale si aprono le porte di un mondo fantastico. Personaggi irreali e avventure incredibili le fanno trascorrere momenti felici fino all'immancabile risveglio. Il volume contiene, oltre alla più nota ""Alice nel paese delle Meraviglie"", anche ""Al di là dello specchio"". Il classico di Carroll è qui proposto in una nuova traduzione di Alessandro Ceni, con un saggio critico di W. H. Auden e introduzione di Stafano Bartezzaghi. Completano il libro una Cronologia della vita e delle opere e una Bibliografia.",Fiction / Classics,1266f4ce55d92151bdfbbd2beb347d57
168,"Kinsella, Sophie|Pavese, Paola Frezza|Colombo, Adriana",Ti Ricordi Di Me?,9788804600978,Mondadori,2010-09-14,"Romanzi,",,408,"Quando Lexi si sveglia in un letto di ospedale, non ricorda proprio cosa le sia successo. È convinta di avere 25 anni, di essere povera in canna, con una vita sentimentale disastrosa, i denti storti e le unghie mangiate... E invece eccola fresca di parrucchiere, con una bocca perfetta, mani curatissime, un lavoro da super manager e... un sacco di soldi! Sì, perché oltretutto è sposata a un bellissimo miliardario. Ma come è possibile? Il fatto è che lei in realtà ora ha 28 anni, ma non ricorda nulla del suo passato recente, marito compreso, e non riesce proprio a riconoscersi. Ma almeno ha la vita perfetta, e questo sembra un buon inizio...o no?",Fiction / Romance / Contemporary,f94407b400835f3f1d47eda2b42dd769
169,"Baroni, Fabio",La Luna È Sul Castello a Montechiaro,,,,"Romanzi,",,,,,c090d9df06e6198da3407ca9fb9be31d
170,"Wu Ming, |Ming, Wu",Previsioni Del Tempo,9788806202675,Einaudi,2010-01-01,"Romanzi,",,129,"Mentre le rotte della spazzatura impongono nuove mappe del crimine, i gestori del malaffare e le loro vittime precipitano in un universo di corruzione e veleni. Giuliano trasporta maiali macellati illegalmente, sfuggiti a ogni controllo di qualità, da vendere nei supermercati. L'appuntamento è sull'Appennino emiliano con la gang di Jakup Mahmeti, già apparso nelle pagine di ""Guerra agli umani"" di Wu Ming 2. Un compito semplice: consegnare la carne e portare un nuovo Tir, carico di immondizia, fino al porto di Napoli. Ma durante il tragitto dosi eccessive di Maalox, paranoia, equivoci stravolgono i piani. Deve intervenire il broker, sommo sacerdote dello smaltimento rifiuti, moderno alchimista sul libro paga della camorra... Un racconto teso e sferzante. Perché quando si tratta di rifiuti, davvero nessuno può dirsi innocente.",Fiction / Mystery & Detective / General,01d95fcdc104df5deeaa6b8b716d7d2b
171,"Jacques, Francois|Scheid, John|Marogna, G. Viano|Jacques, John Scheid François","Roma E Il Suo Impero. Istituzioni, Economia, Religione.",9788842077435,Laterza,2005-09-15,"Romanzi,",,590,"Qual era il segreto di Roma? Come riuscì, la città, a mantenere saldamente il controllo di un impero tanto vasto ed eterogeneo, che andava dalla Spagna alla Persia, dalla Britannia all’Africa del Nord? Nella affascinante ricostruzione di tutti gli aspetti della vita sociale e istituzionale della Roma imperiale, alternando capitoli riguardanti la religione, la società e l’economia a capitoli sull’organizzazione militare, l’amministrazione delle province e il potere centrale, Jacques e Scheid ci consegnano una storia esaustiva dell’impero romano, che ne sottolinea la complessità dell’apparato istituzionale e la formidabile capacità di creare consenso. Una lettura classica di storia romana.",History / Ancient / General,934f079a818b6cdc3eb2380f5af57ad6
172,"Gallo, Andrea|Senesi, Vauro|Gallo, Vauro Senesi Andrea",Sopra Ogni Cosa: Il Mio Vangelo Laico Secondo Fabrizio de André Nel Testamento Di Un Profeta,9788856624588,Piemme,2014-01-14,"Romanzi,",,176,"Questo è il libro a cui don Andrea Gallo ha lavorato fino all'ultimo giorno, nato sulle ali dell'amicizia ""angelicamente anarchica"" intrattenuta per anni con Fabrizio De André. Ancora giovane liceale, Faber folgorò il prete di strada con un suo componimento scolastico dal quale già traspariva l'insofferenza nei confronti del potere e l'intolleranza per le istituzioni ingiuste. Aveva solo diciassette anni, ma le sue parole erano già colme di forza e compassione. Il rapporto crebbe passeggiando per le vie del ghetto di Genova, calpestando il selciato di quella Via del Campo che avrebbe ispirato molti dei capolavori del grande cantautore: Princesa, Crèuza de ma, Bocca di Rosa... Per comporre il suo ""vangelo laico"", contrappuntato dalle pungenti vignette di Vauro, don Gallo ha scelto dodici delle canzoni più amate di Faber per rilanciare quei valori che sono stati per lui ancor più imprescindibili e non negoziabili di quelli religiosi: ""Perché il tessuto della laicità si fonda su princìpi condivisi che devono diventare patrimonio di tutti"". In questa Buona Novella, sacra e profana, soffia quel vento libertario che ha percorso negli anni le parole appassionate di un grande profeta e i versi del più grande cantautore italiano del Novecento.",Religion / Christian Life / Social Issues,4786370de5b6aab2ed588b6faa33fc7b
173,"Domenici, Viviano|Hack, Margherita|Hack, Viviano Domenici Margherita",C'è Qualcuno Là Fuori? Alla Ricerca Della Vita Extraterrestre. le Indagini Della Scienza E Gli Inganni Della Fantarcheologia,9788820055158,Sperling & Kupfer,2013-11-05,"Romanzi,",,253,"C'è qualcuno là fuori, oltre i confini del Sistema solare, alle estremità della nostra galassia, nello spazio intergalattico? Considerando l'esperienza e i dati osservativi, dovremmo concludere che nell'universo siamo soli, eppure da parecchi millenni gli uomini popolano il cielo di figure bizzarre, omini verdi e dischi volanti che cambiano aspetto a seconda della cultura e del gusto dell'epoca. E, come si scopre in questo libro, tra gli sponsor degli alieni non ci sono soltanto visionari e scrittori fantasiosi, ma anche illustri scienziati come Keplero, al quale si deve la scoperta delle leggi che regolano i movimenti dei pianeti... e pure una descrizione particolareggiata dell'aspetto dei seleniti e delle città lunari! Per i sostenitori della fantarcheologia, poi, l'inseguimento dei nostri fratelli spaziali è un'ossessione che ha portato a vedere prove del passaggio di alieni sulla Terra tra i graffiti delle caverne o le figure scolpite su antichissimi monumenti: nelle loro congetture gli extraterrestri avrebbero eretto piramidi un po' ovunque, costruito le enormi statue di pietra dell'Isola di Pasqua e trasmesso ai nostri antenati i rudimenti della civiltà. In un racconto disseminato di curiosità e rivelazioni, gli autori ripercorrono la lunga storia della ricerca di altri esseri intelligenti e interrogano la scienza sull'enigma della pluralità dei mondi, consapevoli che, malgrado nessuno conosca la risposta, la domanda è fra quelle più affascinanti di sempre.",Science / Astronomy,d686e0aa3f1d50cb92cc0479083bcccf
174,"Le Gendre, Olivier|Anonymous, |Boi, Roberto|Anonimo, Olivier Le Gendre|Anonimo, |Le Gendre, Olivier. Anonimo.",Orgoglio E Pregiudizio in Vaticano. le Confessioni Di Un Cardinale Sulla Chiesa Di Ieri E Di Oggi,9788856601473,Piemme,2009-01-01,"Romanzi,",,412,"La Chiesa oggi ha paura. Della scienza, della democrazia, della modernità. E invece di reagire confrontandosi con il nuovo, nega il progresso, si arrocca su posizioni arcaiche, vieta, sceglie ogni volta la conservazione. E oppone a ogni istanza di rinnovamento il dogma dell’infallibilità papale.<br><br>Ripetendo all’infinito questi errori, la Chiesa rischia di marciare verso la fine, di parlare quasi solo a se stessa, mentre la maggior parte dei fedeli la sente lontana e assente dai problemi del quotidiano, preoccupata di proteggere il proprio potere. Quando anche l’ultimo bacino di fedeli, il Terzo Mondo, tenderà a prosciugarsi grazie al miglioramento delle condizioni di vita, il piedistallo vacillerà.<br><br>Non è un incallito anticlericale a formulare questa analisi, ma un uomo che della Chiesa fa parte, un cardinale, che conosce perfettamente tutti i recessi del Vaticano e degli ambienti ecclesiastici romani. Un uomo che ha vissuto in prima persona molte delle pagine più calde della storia recente e che, conservando l’anonimato, può raccontarne retroscena e conseguenze.<br><br>La campagna antipreservativo, lo scandalo dei preti pedofili, lo sfarzo dei prelati, l’Opus Dei: l’analisi del cardinale intreccia l’attualità a riflessioni più complesse, che gettano lo scandaglio a fondo, dove fa male. È la confessione di un uomo che ha operato con fedeltà e devozione ma che si trova a constatare un progressivo scollamento tra le sue convinzioni più profonde e le azioni di un’istituzione troppo arroccata sulla difesa del proprio potere. Un uomo che chiede alla Chiesa di avere il coraggio di pensare l’impensabile. Perché solo così potrà continuare a esistere.",Religion / Christian Church / History,706b5893f6446d4b49647c4abffa2803
175,"Abbate, Carmelo|Mangiaterra, Sandro",La Trappola: Come Banche E Finanza Mettono le Mani Sui Nostri Soldi,9788856604450,Piemme,2008,"Romanzi,",e come non farsi fregare dalla crisi,265,"Chissà se c'è ancora qualcuno convinto che lo tsunami finanziario non lo riguardi. Roba per élite di ricconi. O per i cervelloni di Wall Street, ma per fortuna qui è tutta un'altra storia. Perché se ancora qualcuno lo pensa si sbaglia, e di grosso. Siamo noi che abbiamo subito i danni del grande crac. E chissà per quanto andrà avanti. Banche, assicurazioni e finanza sono nell'occhio del ciclone. In Italia, le famiglie continuano a rimetterci un mucchio di quattrini. Ora si scava tra le macerie e si vuole correre ai ripari. Ma il rischio è che, scattata una trappola, se ne prepari una nuova. C'è tutto questo in queste pagine. Non solo la vecchietta che è andata in banca con tutti i risparmi e ne è uscita con le sue belle obbligazioni Parmalat o Lehman Brothers, carta straccia. Né la famigliola che ha chiesto il mutuo per comprare casa ed è rimasta strozzata dalle rate in continua crescita. Né il professionista che si domanda come sia possibile che i fondi vadano sempre più a fondo. O l'incredulità di chi scopre che le spese sul conto corrente superano gli interessi. Ci siamo tutti noi, proprio tutti, intrappolati in un valzer di scandali, risparmi andati in fumo e inganni. La ""tempesta perfetta"" di questi mesi, sommata a risparmi che si assottigliano, economia in ginocchio, costo della vita in continua crescita e stipendi fermi, ha mostrato che il re è nudo e la pazienza dei sudditi al limite.",Social Science / Criminology,9dd4f04ad20921d2079ae5a302383084
176,"Colorni, Eugenio",La Malattia Della Metafisica. Scritti Autobiografici E Filosofici,9788806196301,Einaudi,2009-01-01,"Romanzi,",,382,"Gli scritti del filosofo antifascista Eugenio Colorni rappresentano il punto di arrivo di un percorso intellettuale assai variegato e complesso. Solo parzialmente pubblicati subito dopo la Seconda guerra mondiale, essi contribuirono a destare l'interesse della cultura filosofica italiana, ancora condizionata dall'influenza di Croce e Gentile, per le questioni di metodologia e di filosofia della scienza. Nato a Milano nel 1909 da famiglia ebraica, allievo di Giuseppe Antonio Borgese e di Piero Martinetti, Colorni si accosta alla filosofia tramite una precoce lettura dell'estetica crociana e, fin da principio, ricerca nel pensiero di Leibniz lo stimolo per svincolarsi dall'eredità del neoidealismo. La svolta metodologica giunge però nella seconda metà degli anni Trenta, quando Colorni conosce a Trieste Umberto Saba, il ""poeta libraio"" che ""parla il gergo della psicanalisi"" e a cui egli attribuisce la guarigione dalla ""malattia"" della metafisica. Colorni accompagnò sempre l'attività filosofica, che pure considerava il suo primario interesse, con l'impegno politico antifascista. Arrestato come ebreo antifascista nel 1938, venne confinato sull'isola di Ventotene. Qui strinse amicizia con Altiero Spinelli ed Ernesto Rossi, coi quali collaborò alla stesura del ""Manifesto di Ventatene"". Fu assassinato a Roma, nel 1944, da una squadraccia della Banda Koch, pochi giorni prima della liberazione della città. Nel 1946 gli venne conferita la medaglia d'oro al valor militare.",Philosophy / History & Surveys / Modern,750f7847c32881a474e54fc98f141644
177,"Dessì, Giuseppe",Paese D'ombre,9788886109673,Il Maestrale,2003,"Romanzi,",,384,,Fiction / General,9eb9eb88029158bdf3f5295b64fed14d
178,"Roth, Philip",Il Teatro Di Sabbath,9788806172961,Einaudi,2006-10-16,"Romanzi,",,409,"Il ritratto di un burattinaio ""maestro di inganni, di artifici e di irrealtà"" e un comico e dissacrante viaggio tra i fantasmi del passato sono al centro del romanzo che ha valso a Philip Roth il National Book Award. Un uomo brutto e anziano che ha perso le sue buone occasioni per sfondare nella vita: potrebbe essere un fallito, insomma. Ma Mickey Sabbath non lo è affatto: a sessantaquattro anni, coltiva da piú di un decennio un legame ""di stupefacente impudicizia e altrettanto stupefacente riservatezza"" con una donna slava che tradisce regolarmente; ha fondato il Teatro degli Indecenti, attirandosi critiche e antipatie; e, piú in generale, ha speso ogni sua energia nel tentativo di costruirsi una vita libera (e libertina), preferendo la sfrenatezza alla pace, la sfrontatezza all'educazione. O, almeno, cosí crede: perché Drenka, l'amante che per tredici anni ha infiammato i suoi sensi e le sue fantasie, muore. E anche se ""ne il turbinoso monologo interiore, ne la sovrabbondanza di autosovversione, ne anni di letture sulla morte, ne l'amara esperienza di tribolazioni, perdite, avversità e dolore rendono piu facile a un uomo di quel genere (o forse a un uomo di qualsiasi genere) usare il cervello"", Sabbath è comunque costretto a correre lungo il filo della memoria, a recuperare il passato e i personaggi che, nel bene e nel male, l'hanno popolato.",Fiction / General,3f090e864be7d1e834eb9dabf4bf650d
179,"Buzzati, Dino",Sessanta Racconti,9788804458753,Mondadori,1998-01-01,"Romanzi,",,516,"Riuniti in raccolta dallo stesso Buzzati nel 1958, i Sessanta racconti vengono a ragione considerati una vera ""summa"" del mondo poetico dello scrittore. Vi si trova rappresentata l'intera gamma dei suoi motivi ispiratori, dalla visione surreale della vita all'orrore per la città, dagli automatismi esistenziali introdotti dall'uomo tecnologico alla suggestione metafisica. Il taglio del racconto ben si presta alla narrativa di Buzzati che, vero mago della composizione breve, spaziando tra meraviglioso, favoloso e immaginario traduce in gioco, tragedia o mistero le situazioni che possono apparire più banali o scontate.",Fiction / Short Stories (single author),cb8264a540bdbd19bfd93608bc0c86c7
